deviceID	timestamp		posX		posY		posZ		rotX		rotY		rotZ	name
0			0.0000000000	44.554699	165.519257	-28.368557	8.377533	133.991669	-0.845108	generic_hmd
0			0.0166666667	44.554699	165.519257	-28.368557	8.378411	133.991669	-0.828102	generic_hmd
0			0.0333333333	44.542263	165.519257	-28.368120	8.381507	133.991669	-0.810200	generic_hmd
0			0.0500000000	44.532211	165.519257	-28.367342	8.384182	133.987442	-0.793468	generic_hmd
0			0.0666666667	44.520748	165.519257	-28.366489	8.386442	133.981598	-0.773233	generic_hmd
0			0.0833333333	44.509800	165.519257	-28.365643	8.390547	133.967987	-0.752407	generic_hmd
0			0.1000000000	44.501934	165.516357	-28.364887	8.395917	133.952347	-0.731452	generic_hmd
0			0.1166666667	44.500092	165.513138	-28.364305	8.403223	133.932709	-0.713302	generic_hmd
0			0.1333333333	44.498745	165.509674	-28.363979	8.409414	133.911804	-0.698485	generic_hmd
0			0.1500000000	44.497658	165.505539	-28.363991	8.413651	133.894119	-0.688084	generic_hmd
0			0.1666666667	44.496716	165.503296	-28.365965	8.419056	133.882553	-0.678829	generic_hmd
0			0.1833333333	44.495800	165.502518	-28.370064	8.423962	133.876740	-0.662847	generic_hmd
0			0.2000000000	44.494793	165.502182	-28.374722	8.435402	133.874771	-0.644823	generic_hmd
0			0.2166666667	44.500267	165.502106	-28.380264	8.449073	133.872910	-0.634632	generic_hmd
0			0.2333333333	44.507130	165.502045	-28.386303	8.468596	133.871002	-0.630531	generic_hmd
0			0.2500000000	44.514240	165.502640	-28.396009	8.484451	133.868103	-0.629956	generic_hmd
0			0.2666666667	44.516182	165.514374	-28.405008	8.492417	133.865524	-0.632050	generic_hmd
0			0.2833333333	44.517231	165.521103	-28.413616	8.516859	133.863052	-0.634573	generic_hmd
0			0.3000000000	44.519829	165.528046	-28.422813	8.561895	133.860535	-0.615249	generic_hmd
0			0.3166666667	44.528816	165.528900	-28.438292	8.612062	133.852798	-0.573796	generic_hmd
0			0.3333333333	44.534187	165.529495	-28.455259	8.650068	133.838394	-0.533183	generic_hmd
0			0.3500000000	44.542343	165.529892	-28.475729	8.685395	133.814819	-0.494102	generic_hmd
0			0.3666666667	44.546272	165.530167	-28.496975	8.718160	133.785095	-0.456170	generic_hmd
0			0.3833333333	44.553844	165.530319	-28.525379	8.754204	133.747879	-0.412017	generic_hmd
0			0.4000000000	44.561729	165.530441	-28.558424	8.792455	133.703568	-0.359486	generic_hmd
