device	posX	posY	posZ	rotX	rotY	rotZ
head	0.04	-60.10	-20.91	3846.34	8137.00	8543.43
head	-0.01	-60.89	-20.29	165.05	11778.30	12178.44
lh	17.81	24.46	-72.78	59.62	106.32	119.62
lh	26.29	33.04	-25.14	44.58	158.10	149.67
rh	-7.88	25.23	-77.07	64.55	114.36	120.64
rh	-26.48	35.46	-25.03	51.37	151.03	157.45
lf	-0.60	25.03	90.29	68.37	100.92	34.60
lf	11.85	97.60	-18.07	52.15	141.88	10.41
rf	-22.39	23.75	87.99	74.55	108.39	51.89
rf	-9.31	96.33	-19.29	53.43	147.35	23.91
