device	posX	posY	posZ	rotX	rotY	rotZ
head	-4.95	-58.45	-10.31	7.64	167.07	177.15
head	-5.46	-60.29	-18.49	2.61	169.43	179.42
lh	55.30	-14.00	8.99	29.44	41.11	74.76
lh	15.17	34.03	-24.65	41.80	149.85	175.57
rh	-77.22	-14.57	33.09	26.52	34.97	79.84
rh	-28.69	34.81	-22.13	45.50	170.56	176.47
lf	11.61	99.88	-7.47	25.78	144.19	5.74
lf	5.98	97.68	-20.76	50.50	151.99	10.67
rf	-17.15	98.25	-7.21	26.84	138.22	19.58
rf	-17.39	95.27	-16.38	53.39	134.91	14.61
